Sequence Name,mcg,gvh,alm,mit,erl,pox,vac,nuc,Class
DHE4_YEAST,0.38,0.47,0.53,0.12,0.5,0,0.48,0.22,CYT
DHE2_YEAST,0.59,0.43,0.52,0.19,0.5,0,0.55,0.27,CYT
GDI1_YEAST,0.64,0.53,0.45,0.13,0.5,0,0.53,0.22,CYT
GFA1_YEAST,0.52,0.51,0.51,0.12,0.5,0,0.51,0.4,CYT
GLGB_YEAST,0.49,0.43,0.48,0.15,0.5,0,0.55,0.25,CYT
PP12_YEAST,0.49,0.47,0.52,0.16,0.5,0,0.53,0.28,CYT
HXKG_YEAST,0.48,0.39,0.49,0.18,0.5,0,0.51,0.22,CYT
GLNA_YEAST,0.44,0.34,0.55,0.18,0.5,0,0.52,0.22,CYT
GLN3_YEAST,0.43,0.54,0.58,0.16,0.5,0,0.5,0.36,NUC
SYQ_YEAST,0.49,0.42,0.54,0.17,0.5,0,0.5,0.36,CYT
GLO3_YEAST,0.34,0.66,0.51,0.16,0.5,0,0.47,0.33,NUC
6PGD_YEAST,0.74,0.53,0.5,0.08,0.5,0,0.55,0.31,CYT
GBA1_YEAST,0.3,0.5,0.47,0.11,0.5,0,0.46,0.22,CYT
GPDA_YEAST,0.44,0.51,0.48,0.38,0.5,0,0.52,0.22,CYT
PHSG_YEAST,0.31,0.45,0.5,0.17,0.5,0,0.49,0.22,CYT
PMGY_YEAST,0.55,0.41,0.56,0.21,0.5,0,0.52,0.22,CYT
PHO2_YEAST,0.4,0.34,0.52,0.17,0.5,0,0.47,0.51,NUC
SYG_YEAST,0.4,0.48,0.5,0.17,0.5,0,0.54,0.5,CYT
GSP1_YEAST,0.58,0.48,0.56,0.1,0.5,0,0.46,0.25,NUC
GSP2_YEAST,0.58,0.48,0.56,0.12,0.5,0,0.46,0.25,NUC
UGS1_YEAST,0.58,0.45,0.48,0.24,0.5,0,0.52,0.37,CYT
UGS2_YEAST,0.58,0.41,0.51,0.26,0.5,0,0.51,0.37,CYT
GTS1_YEAST,0.41,0.6,0.53,0.29,0.5,0,0.47,0.43,NUC
GPDM_YEAST,0.69,0.5,0.49,0.42,0.5,0,0.49,0.22,MIT
HAL1_YEAST,0.38,0.49,0.61,0.13,0.5,0,0.54,0.22,CYT
CYP1_YEAST,0.6,0.48,0.44,0.52,0.5,0,0.54,0.63,NUC
HAP2_YEAST,0.47,0.49,0.63,0.17,0.5,0,0.31,0.26,NUC
HAP3_YEAST,0.28,0.51,0.55,0.11,0.5,0,0.46,0.22,NUC
HAP4_YEAST,0.56,0.57,0.63,0.39,1,0,0.59,0.4,NUC
HBS1_YEAST,0.21,0.38,0.49,0.16,0.5,0,0.51,0.45,CYT
HCM1_YEAST,0.46,0.57,0.57,0.15,0.5,0,0.52,0.26,NUC
HDF1_YEAST,0.43,0.42,0.54,0.22,0.5,0,0.57,0.33,NUC
HEM1_YEAST,0.57,0.59,0.5,0.58,0.5,0,0.53,0.22,MIT
DCUP_YEAST,0.48,0.34,0.47,0.14,0.5,0,0.47,0.26,CYT
HEM6_YEAST,0.35,0.4,0.53,0.18,0.5,0,0.42,0.38,CYT
HEMZ_YEAST,0.47,0.45,0.53,0.62,0.5,0,0.46,0.22,MIT
HEM2_YEAST,0.53,0.43,0.47,0.15,0.5,0,0.58,0.22,CYT
HEM3_YEAST,0.46,0.45,0.56,0.16,0.5,0,0.56,0.22,CYT
HEX2_YEAST,0.44,0.42,0.62,0.14,0.5,0,0.55,0.37,NUC
H4_YEAST,0.37,0.34,0.58,0.24,0.5,0,0.44,0.18,NUC
H4_YEAST,0.37,0.34,0.58,0.24,0.5,0,0.44,0.18,NUC
H3_YEAST,0.39,0.39,0.55,0.52,0.5,0,0.37,0.16,NUC
H3_YEAST,0.39,0.39,0.55,0.52,0.5,0,0.37,0.16,NUC
HIR1_YEAST,0.48,0.57,0.5,0.09,0.5,0,0.52,0.42,NUC
HIR2_YEAST,0.61,0.57,0.45,0.21,0.5,0,0.5,0.42,NUC
HIS7_YEAST,0.56,0.44,0.56,0.19,0.5,0,0.54,0.22,CYT
MAT1_YEAST,0.37,0.22,0.64,0.35,0.5,0,0.47,0.22,NUC
MAT2_YEAST,0.51,0.48,0.58,0.22,0.5,0,0.5,0.28,NUC
MTA1_YEAST,0.49,0.37,0.59,0.17,0.5,0,0.51,0.22,NUC
MAT2_YEAST,0.51,0.48,0.58,0.22,0.5,0,0.5,0.28,NUC
HO_YEAST,0.53,0.53,0.53,0.17,0.5,0,0.49,0.37,NUC
HOP1_YEAST,0.29,0.68,0.47,0.26,0.5,0,0.47,0.37,NUC
HPR1_YEAST,0.5,0.45,0.49,0.15,0.5,0,0.55,0.43,NUC
HR25_YEAST,0.43,0.39,0.51,0.28,0.5,0,0.4,0.22,NUC
HS83_YEAST,0.61,0.54,0.49,0.16,0.5,0,0.54,0.42,CYT
HSF_YEAST,0.34,0.35,0.61,0.19,0.5,0,0.52,0.25,NUC
CH10_YEAST,0.55,0.53,0.56,0.29,0.5,0,0.48,0.22,MIT
H104_YEAST,0.66,0.62,0.52,0.17,0.5,0,0.49,0.22,CYT
HS26_YEAST,0.44,0.41,0.58,0.2,0.5,0,0.57,0.25,CYT
HS60_YEAST,0.45,0.56,0.51,0.64,0.5,0,0.54,0.22,MIT
HSP7_YEAST,0.38,0.46,0.52,0.75,0.5,0,0.5,0.26,MIT
HS82_YEAST,0.61,0.54,0.49,0.19,0.5,0,0.54,0.47,CYT
H2A1_YEAST,0.44,0.53,0.52,0.37,0.5,0,0.5,0.22,NUC
H2A2_YEAST,0.44,0.53,0.52,0.37,0.5,0,0.5,0.22,NUC
H2B1_YEAST,0.32,0.34,0.61,0.17,0.5,0,0.52,0.32,NUC
H2B2_YEAST,0.34,0.34,0.61,0.18,0.5,0,0.52,0.32,NUC
SYH_YEAST,0.51,0.68,0.49,0.59,0.5,0,0.54,0.27,MIT
HXKA_YEAST,0.41,0.3,0.49,0.28,0.5,0,0.54,0.22,CYT
HXKB_YEAST,0.41,0.43,0.5,0.28,0.5,0,0.5,0.22,CYT
IDH1_YEAST,0.53,0.56,0.49,0.46,0.5,0,0.52,0.22,MIT
IDH2_YEAST,0.45,0.54,0.54,0.62,0.5,0,0.53,0.22,MIT
IPPI_YEAST,0.51,0.43,0.63,0.18,0.5,0,0.52,0.22,CYT
IDHP_YEAST,0.51,0.52,0.48,0.5,0.5,0,0.51,0.22,MIT
IF2M_YEAST,0.55,0.49,0.5,0.46,0.5,0,0.52,0.25,MIT
SYI_YEAST,0.5,0.46,0.52,0.16,0.5,0,0.52,0.26,CYT
THDH_YEAST,0.5,0.53,0.45,0.44,0.5,0,0.49,0.22,MIT
ILVB_YEAST,0.45,0.59,0.53,0.74,0.5,0,0.47,0.25,MIT
ILV5_YEAST,0.57,0.61,0.55,0.67,0.5,0,0.48,0.22,MIT
IME1_YEAST,0.54,0.45,0.62,0.13,0.5,0,0.52,0.26,NUC
IMP1_YEAST,0.67,0.51,0.53,0.28,0.5,0,0.51,0.22,MIT
IMP2_YEAST,0.35,0.49,0.47,0.22,0.5,0,0.5,0.28,MIT
IATP_YEAST,0.47,0.63,0.66,0.45,0.5,0,0.37,0.11,MIT
INO1_YEAST,0.51,0.34,0.43,0.18,0.5,0,0.48,0.25,CYT
INO2_YEAST,0.56,0.45,0.59,0.14,0.5,0,0.51,0.26,NUC
INO4_YEAST,0.45,0.38,0.59,0.18,0.5,0,0.44,0.45,NUC
IPYR_YEAST,0.43,0.51,0.6,0.25,0.5,0,0.55,0.22,CYT
IS42_YEAST,0.58,0.55,0.52,0.22,0.5,0,0.44,0.22,MIT
ISP6_YEAST,0.59,0.57,0.46,0.14,0.5,0,0.52,0.22,MIT
IXR1_YEAST,0.42,0.32,0.61,0.13,0.5,0,0.14,0.27,NUC
YJ16_YEAST,0.5,0.45,0.49,0.3,0.5,0,0.47,0.4,NUC
ACOX_YEAST,0.46,0.41,0.5,0.44,0.5,0,0.53,0.22,MIT
JNM1_YEAST,0.42,0.25,0.6,0.14,0.5,0,0.45,0.22,CYT
KAR1_YEAST,0.23,0.34,0.41,0.28,0.5,0,0.5,0.27,NUC
GR78_YEAST,0.85,0.56,0.33,0.38,1,0,0.55,0.25,ERL
KAR3_YEAST,0.34,0.31,0.6,0.37,0.5,0,0.5,0.3,NUC
KEM1_YEAST,0.59,0.53,0.47,0.26,0.5,0,0.53,0.31,NUC
ODO1_YEAST,0.54,0.51,0.54,0.52,0.5,0,0.47,0.25,MIT
ODO2_YEAST,0.53,0.5,0.54,0.56,0.5,0,0.49,0.41,MIT
KI28_YEAST,0.57,0.49,0.48,0.16,0.5,0,0.51,0.22,NUC
KIP1_YEAST,0.43,0.52,0.53,0.52,1,0,0.49,0.22,CYT
KIP2_YEAST,0.38,0.49,0.54,1,0.5,0,0.5,0.27,CYT
SMI1_YEAST,0.43,0.32,0.56,0.27,0.5,0,0.47,0.27,NUC
KR11_YEAST,0.27,0.56,0.56,0.18,0.5,0,0.52,0.22,CYT
KRE5_YEAST,0.86,0.92,0.5,0.37,1,0,0.53,0.32,ERL
SYKC_YEAST,0.43,0.45,0.54,0.14,0.5,0,0.5,0.31,CYT
KSS1_YEAST,0.52,0.48,0.54,0.28,0.5,0,0.54,0.22,NUC
MSF1_YEAST,0.36,0.44,0.57,0.18,0.5,0,0.42,0.22,MIT
BLH1_YEAST,0.52,0.48,0.58,0.55,0.5,0,0.48,0.22,CYT
LAS1_YEAST,0.43,0.38,0.51,0.24,0.5,0,0.46,0.33,NUC
ODP2_YEAST,0.48,0.57,0.52,0.61,0.5,0,0.51,0.22,MIT
LEU2_YEAST,0.51,0.43,0.47,0.19,0.5,0,0.52,0.37,CYT
LEU3_YEAST,0.54,0.54,0.49,0.14,0.5,0,0.56,0.22,CYT
LEUR_YEAST,0.44,0.41,0.44,0.13,0.5,0,0.49,0.42,NUC
LEU1_YEAST,0.52,0.62,0.54,0.19,0.5,0,0.5,0.22,MIT
LIP5_YEAST,0.68,0.5,0.55,0.65,0.5,0,0.46,0.31,MIT
LOS1_YEAST,0.53,0.44,0.47,0.22,0.5,0,0.53,0.22,NUC
DLDH_YEAST,0.48,0.48,0.5,0.47,0.5,0,0.55,0.22,MIT
LYS1_YEAST,0.5,0.45,0.48,0.17,0.5,0,0.5,0.26,CYT
LY14_YEAST,0.44,0.53,0.43,0.17,0.5,0,0.54,0.75,NUC
LYS2_YEAST,0.46,0.47,0.46,0.16,0.5,0,0.51,0.22,CYT
MAC1_YEAST,0.52,0.49,0.57,0.57,0.5,0,0.51,0.22,NUC
MAD1_YEAST,0.62,0.64,0.56,0.2,0.5,0,0.48,0.33,NUC
MAG_YEAST,0.46,0.32,0.58,0.17,0.5,0,0.61,0.25,NUC
MK16_YEAST,0.49,0.62,0.65,0.18,0.5,0,0.46,0.43,NUC
MAK3_YEAST,0.5,0.34,0.62,0.19,0.5,0,0.57,0.22,CYT
MA3S_YEAST,0.39,0.37,0.56,0.15,0.5,0,0.5,0.27,CYT
MA3R_YEAST,0.33,0.37,0.54,0.28,0.5,0,0.53,0.27,NUC
MA6R_YEAST,0.33,0.38,0.53,0.26,0.5,0,0.52,0.27,NUC
AMPM_YEAST,0.48,0.51,0.57,0.24,0.5,0,0.5,0.22,CYT
MPP2_YEAST,0.5,0.62,0.54,0.66,0.5,0,0.49,0.22,MIT
MPP1_YEAST,0.47,0.54,0.54,0.48,0.5,0,0.53,0.26,MIT
OM20_YEAST,0.72,0.58,0.42,0.28,0.5,0,0.48,0.22,MIT
MAS6_YEAST,0.41,0.41,0.51,0.19,0.5,0,0.57,0.22,MIT
OM70_YEAST,0.81,0.65,0.52,0.41,0.5,0,0.57,0.26,MIT
MBP1_YEAST,0.5,0.49,0.52,0.2,0.5,0,0.43,0.52,NUC
MCM1_YEAST,0.18,0.48,0.46,0.12,0.5,0,0,0.25,NUC
MCM2_YEAST,0.26,0.38,0.52,0.36,0.5,0,0.48,0.56,NUC
MCM3_YEAST,0.53,0.51,0.51,0.11,0.5,0,0.49,0.41,NUC
MDHM_YEAST,0.58,0.49,0.5,0.41,0.5,0,0.57,0.22,MIT
MDHC_YEAST,0.62,0.6,0.47,0.16,0.5,0,0.53,0.22,CYT
MDJ1_YEAST,0.4,0.52,0.53,0.52,0.5,0,0.51,0.22,MIT
MDM1_YEAST,0.49,0.44,0.45,0.22,0.5,0,0.51,0.22,CYT
MD10_YEAST,0.32,0.47,0.55,0.25,0.5,0,0.49,0.22,MIT
MDS1_YEAST,0.46,0.57,0.52,0.28,0.5,0,0.52,0.22,NUC
EFG1_YEAST,0.53,0.48,0.45,0.44,0.5,0,0.49,0.27,MIT
EFG2_YEAST,0.49,0.48,0.46,0.63,0.5,0,0.52,0.22,MIT
MEIX_YEAST,0.7,0.53,0.42,0.22,0.5,0,0.51,0.28,NUC
MER1_YEAST,0.55,0.49,0.45,0.18,0.5,0,0.49,0.22,NUC
MER2_YEAST,0.4,0.53,0.61,0.21,0.5,0,0.48,0.33,NUC
SYMC_YEAST,0.57,0.44,0.42,0.2,0.5,0,0.54,0.22,CYT
MET2_YEAST,0.4,0.47,0.48,0.18,0.5,0,0.46,0.22,CYT
MT17_YEAST,0.34,0.54,0.54,0.13,0.5,0,0.52,0.22,CYT
MT28_YEAST,0.43,0.83,0.55,0.2,0.5,0,0.47,0.4,NUC
MET4_YEAST,0.55,0.65,0.5,0.28,0.5,0,0.55,0.22,NUC
METE_YEAST,0.29,0.46,0.54,0.27,0.5,0,0.49,0.22,CYT
GRPE_YEAST,0.45,0.48,0.63,0.67,0.5,0,0.48,0.22,MIT
MGM1_YEAST,0.66,0.52,0.52,0.44,0.5,0,0.56,0.27,MIT
M101_YEAST,0.5,0.49,0.59,0.47,0.5,0,0.49,0.36,MIT
MGMT_YEAST,0.54,0.52,0.54,0.2,0.5,0,0.55,0.25,NUC
MIF2_YEAST,0.37,0.31,0.53,0.16,0.5,0,0.53,0.44,NUC
MIG1_YEAST,0.43,0.39,0.59,0.13,0.5,0,0.41,0.43,NUC
DPOG_YEAST,0.48,0.47,0.54,0.55,0.5,0,0.51,0.65,MIT
MPCP_YEAST,0.6,0.59,0.45,0.23,0.5,0,0.55,0.22,MIT
C1TM_YEAST,0.45,0.73,0.47,0.65,0.5,0,0.54,0.43,MIT
MLH1_YEAST,0.66,0.54,0.49,0.16,0.5,0,0.54,0.36,NUC
MLP1_YEAST,0.46,0.55,0.61,0.13,0.5,0,0.47,0.22,CYT
MOD5_YEAST,0.67,0.51,0.54,0.21,0.5,0,0.43,0.3,MIT
MOT1_YEAST,0.58,0.46,0.46,0.34,0.5,0,0.5,0.43,NUC
MPI1_YEAST,0.4,0.68,0.5,0.82,0.5,0,0.44,0.36,MIT
MPI2_YEAST,0.59,0.57,0.43,0.26,0.5,0,0.51,0.22,MIT
MR11_YEAST,0.39,0.3,0.56,0.12,0.5,0,0.53,0.38,NUC
RF1M_YEAST,0.6,0.62,0.54,0.4,0.5,0,0.5,0.22,MIT
RT01_YEAST,0.36,0.4,0.53,0.48,0.5,0,0.48,0.22,MIT
RT13_YEAST,0.51,0.42,0.56,0.38,0.5,0,0.46,0.22,MIT
RT17_YEAST,0.41,0.54,0.58,0.2,0.5,0,0.52,0.22,MIT
RT02_YEAST,0.57,0.4,0.62,0.3,0.5,0,0.48,0.11,MIT
RM41_YEAST,0.52,0.5,0.59,0.31,0.5,0,0.5,0.22,MIT
RT04_YEAST,0.42,0.53,0.53,0.64,0.5,0,0.47,0.22,MIT
RM49_YEAST,0.5,0.46,0.64,0.36,0.5,0,0.49,0.22,MIT
RM02_YEAST,0.6,0.51,0.6,0.38,0.5,0.83,0.52,0.24,MIT
RT08_YEAST,0.45,0.38,0.64,0.14,0.5,0,0.54,0.22,MIT
RM13_YEAST,0.6,0.57,0.64,0.52,0.5,0,0.47,0.28,MIT
RM16_YEAST,0.53,0.42,0.58,0.29,0.5,0,0.5,0.22,MIT
RM20_YEAST,0.41,0.52,0.53,0.41,0.5,0,0.39,0.33,MIT
RM25_YEAST,0.45,0.43,0.63,0.4,0.5,0,0.59,0.11,MIT
RM27_YEAST,0.44,0.44,0.67,0.35,0.5,0,0.48,0.26,MIT
RM31_YEAST,0.58,0.52,0.61,0.33,0.5,0,0.38,0.11,MIT
RM32_YEAST,0.57,0.61,0.55,0.27,0.5,0,0.44,0.21,MIT
RM33_YEAST,0.57,0.58,0.58,0.35,0.5,0,0.49,0.22,MIT
RM36_YEAST,0.64,0.64,0.56,0.21,0.5,0,0.5,0.22,MIT
RM37_YEAST,0.56,0.5,0.61,0.49,0.5,0,0.46,0.28,MIT
RM38_YEAST,0.6,0.46,0.59,0.16,0.5,0,0.49,0.22,MIT
RM04_YEAST,0.36,0.38,0.56,0.44,0.5,0,0.48,0.22,MIT
RM44_YEAST,0.53,0.52,0.61,0.35,0.5,0,0.5,0.22,MIT
RM06_YEAST,0.62,0.59,0.54,0.47,0.5,0,0.46,0.22,MIT
RM08_YEAST,0.55,0.5,0.6,0.31,0.5,0,0.46,0.27,MIT
RM09_YEAST,0.58,0.53,0.57,0.46,0.5,0,0.51,0.27,MIT
RT28_YEAST,0.65,0.53,0.55,0.52,0.5,0,0.47,0.27,MIT
RT05_YEAST,0.38,0.54,0.54,0.41,0.5,0,0.51,0.22,MIT
RT09_YEAST,0.58,0.53,0.5,0.53,0.5,0,0.47,0.31,MIT
MRS1_YEAST,0.61,0.46,0.51,0.37,0.5,0,0.51,0.22,MIT
MRS2_YEAST,0.55,0.59,0.47,0.64,0.5,0,0.54,0.33,MIT
MRS3_YEAST,0.54,0.64,0.5,0.13,0.5,0,0.49,0.22,MIT
MRS4_YEAST,0.4,0.74,0.49,0.16,0.5,0,0.51,0.22,MIT
SYDM_YEAST,0.51,0.56,0.51,0.42,0.5,0,0.53,0.36,MIT
SYFM_YEAST,0.43,0.32,0.5,0.29,0.5,0,0.5,0.22,MIT
MSH1_YEAST,0.49,0.44,0.45,0.55,0.5,0,0.48,0.22,MIT
MSH2_YEAST,0.32,0.45,0.44,0.2,0.5,0,0.55,0.33,NUC
MSH3_YEAST,0.51,0.6,0.51,0.26,0.5,0,0.54,0.22,NUC
MSH4_YEAST,0.49,0.46,0.42,0.46,0.5,0,0.55,0.22,NUC
SYKM_YEAST,0.5,0.56,0.49,0.61,0.5,0,0.5,0.22,MIT
SYMM_YEAST,0.51,0.48,0.51,0.43,0.5,0,0.49,0.22,MIT
MSN1_YEAST,0.52,0.38,0.62,0.12,0.5,0,0.41,0.28,NUC
MSN2_YEAST,0.53,0.4,0.57,0.12,0.5,0,0.53,0.32,NUC
MSN4_YEAST,0.51,0.56,0.62,0.24,0.5,0,0.52,0.51,NUC
MSP1_YEAST,0.63,0.6,0.5,0.27,0.5,0,0.55,0.22,MIT
SYR_YEAST,0.46,0.44,0.53,0.31,0.5,0,0.48,0.22,MIT
MSS1_YEAST,0.58,0.57,0.54,0.69,0.5,0,0.54,0.22,MIT
MS16_YEAST,0.61,0.59,0.47,0.49,0.5,0,0.54,0.22,MIT
MS18_YEAST,0.63,0.47,0.56,0.12,0.5,0,0.5,0.22,MIT
MS51_YEAST,0.55,0.53,0.54,0.4,0.5,0,0.48,0.22,MIT
SYTM_YEAST,0.41,0.47,0.58,0.62,0.5,0,0.5,0.22,MIT
SYWM_YEAST,0.44,0.53,0.53,0.37,0.5,0,0.51,0.22,MIT
MTD1_YEAST,0.57,0.4,0.48,0.24,0.5,0,0.55,0.22,CYT
MTF1_YEAST,0.46,0.46,0.56,0.12,0.5,0,0.55,0.22,MIT
RU1A_YEAST,0.47,0.46,0.55,0.28,0.5,0,0.44,0.46,NUC
YKH4_YEAST,0.39,0.35,0.49,0.17,0.5,0,0.49,0.22,NUC
MYS1_YEAST,0.58,0.38,0.4,0.21,0.5,0,0.5,0.22,CYT
MYS2_YEAST,0.53,0.41,0.5,0.24,1,0,0.47,0.22,CYT
MYS4_YEAST,0.43,0.4,0.5,0.18,0.5,0,0.5,0.28,CYT
YN46_YEAST,0.58,0.56,0.52,0.25,0.5,0,0.57,0.35,NUC
NAB1_YEAST,0.49,0.6,0.55,0.17,0.5,0,0.44,0.22,CYT
NAB2_YEAST,0.56,0.63,0.52,0.2,0.5,0,0.34,0.26,NUC
NAB3_YEAST,0.42,0.28,0.57,0.18,0.5,0,0.42,0.22,NUC
NAM1_YEAST,0.51,0.46,0.54,0.41,0.5,0,0.53,0.22,MIT
SYLM_YEAST,0.6,0.51,0.52,0.45,0.5,0,0.5,0.27,MIT
NAM7_YEAST,0.37,0.41,0.45,0.14,0.5,0,0.47,0.22,CYT
NAM9_YEAST,0.37,0.51,0.57,0.4,0.5,0,0.48,0.27,MIT
NAP1_YEAST,0.36,0.39,0.55,0.26,0.5,0,0.49,0.22,NUC
NAT1_YEAST,0.5,0.36,0.53,0.41,0.5,0,0.55,0.36,CYT
NAT2_YEAST,0.59,0.58,0.39,0.52,0.5,0,0.5,0.31,CYT
NDC1_YEAST,0.47,0.59,0.37,0.31,0.5,0,0.51,0.36,NUC
CB31_YEAST,0.48,0.62,0.52,0.3,0.5,0,0.51,0.37,NUC
NDI1_YEAST,0.53,0.61,0.51,0.49,0.5,0,0.54,0.27,MIT
NFS1_YEAST,0.48,0.54,0.53,0.6,0.5,0,0.53,0.31,NUC
ADA3_YEAST,0.33,0.46,0.53,0.29,0.5,0,0.5,0.55,NUC
NHP2_YEAST,0.36,0.44,0.51,0.17,0.5,0,0.6,0.19,NUC
NHPA_YEAST,0.39,0.34,0.68,0.3,0.5,0,0.5,0.29,NUC
NHPB_YEAST,0.11,0.41,0.67,0.13,0.5,0,0.45,0.29,NUC
NI96_YEAST,0.4,0.53,0.44,0.18,0.5,0,0.54,0.31,NUC
NIN1_YEAST,0.47,0.5,0.55,0.19,0.5,0,0.62,0.22,CYT
NIP1_YEAST,0.35,0.5,0.44,0.27,0.5,0,0.51,0.22,CYT
NMD2_YEAST,0.36,0.3,0.5,0.19,0.5,0,0.55,0.3,NUC
NMT_YEAST,0.49,0.44,0.51,0.18,0.5,0,0.52,0.27,CYT
FBRL_YEAST,0.35,0.44,0.54,0.26,0.5,0,0.52,0.26,NUC
NOP2_YEAST,0.43,0.28,0.53,0.34,0.5,0,0.55,0.57,NUC
NOP4_YEAST,0.33,0.48,0.55,0.16,0.5,0,0.53,0.75,NUC
NOT3_YEAST,0.45,0.21,0.49,0.24,0.5,0,0.46,0.31,NUC
NOP3_YEAST,0.44,0.34,0.61,0.13,0.5,0,0.49,0.26,NUC
NSP1_YEAST,0.87,0.47,0.6,0.47,0.5,0,0.59,0.22,NUC
NSR1_YEAST,0.3,0.55,0.58,0.16,0.5,0,0.61,0.28,NUC
TREA_YEAST,0.29,0.34,0.55,0.24,0.5,0,0.51,0.22,CYT
NUC1_YEAST,0.75,0.67,0.51,0.29,0.5,0,0.52,0.36,MIT
RNC1_YEAST,0.47,0.47,0.5,0.15,0.5,0,0.5,0.48,NUC
NUF1_YEAST,0.51,0.34,0.49,0.16,0.5,0,0.53,0.21,NUC
NUF2_YEAST,0.64,0.76,0.51,0.18,0.5,0,0.46,0.22,NUC
NUP1_YEAST,0.45,0.41,0.58,0.48,0.5,0,0.53,0.64,NUC
N100_YEAST,0.9,0.54,0.59,0.2,0.5,0,0.48,0.22,NUC
N116_YEAST,0.88,0.59,0.54,0.39,0.5,0,0.41,0.3,NUC
YK62_YEAST,0.7,0.51,0.47,0.24,0.5,0,0.53,0.25,NUC
NUP2_YEAST,0.25,0.36,0.58,0.3,0.5,0,0.58,0.31,NUC
NU49_YEAST,0.69,0.62,0.49,0,1,0,0.47,0.22,NUC
ATP9_YEAST,0.78,0.65,0.4,0.16,0.5,0,0.63,0.22,MIT
ATP6_YEAST,0.52,0.64,0.34,0.16,0.5,0,0.57,0.22,MIT
OM45_YEAST,0.75,0.66,0.64,0.39,0.5,0,0.46,0.32,MIT
PORI_YEAST,0.41,0.49,0.58,0.22,0.5,0,0.52,0.22,MIT
OPI1_YEAST,0.58,0.51,0.56,0.16,0.5,0,0.34,0.22,NUC
ORC2_YEAST,0.39,0.42,0.49,0.1,0.5,0,0.49,0.65,NUC
YHR8_YEAST,0.31,0.42,0.48,0.17,0.5,0,0.49,0.53,NUC
YM38_YEAST,0.39,0.28,0.54,0.14,0.5,0,0.59,0.22,MIT
PABP_YEAST,0.28,0.48,0.56,0.16,0.5,0,0.48,0.26,CYT
PAN1_YEAST,0.69,0.39,0.52,0.12,0.5,0,0.38,0.35,CYT
PAP_YEAST,0.64,0.52,0.5,0.26,0.5,0,0.51,0.31,NUC
PAS1_YEAST,0.56,0.48,0.5,0.3,0.5,0,0.51,0.22,CYT
IPB2_YEAST,0.45,0.46,0.61,0.2,0.5,0,0.62,0.22,CYT
