Sequence Name,mcg,gvh,alm,mit,erl,pox,vac,nuc,Class
ODPA_YEAST,0.6,0.54,0.54,0.53,0.5,0,0.52,0.27,MIT
ODPB_YEAST,0.49,0.52,0.53,0.7,0.5,0,0.51,0.22,MIT
DCP1_YEAST,0.49,0.45,0.53,0.16,0.5,0,0.49,0.31,CYT
PDC2_YEAST,0.51,0.46,0.57,0.25,0.5,0,0.53,0.22,CYT
DCP2_YEAST,0.49,0.45,0.46,0.18,0.5,0,0.49,0.31,CYT
DCP3_YEAST,0.52,0.46,0.51,0.18,0.5,0,0.5,0.22,CYT
CNA1_YEAST,0.55,0.59,0.52,0.1,0.5,0,0.53,0.22,CYT
CNA2_YEAST,0.39,0.58,0.5,0.1,0.5,0,0.51,0.25,CYT
PDI_YEAST,0.7,0.84,0.49,0.28,1,0,0.58,0.22,ERL
PDR1_YEAST,0.33,0.38,0.45,0.19,0.5,0,0.54,0.37,NUC
PDR3_YEAST,0.61,0.46,0.44,0.47,0.5,0,0.5,0.37,NUC
PDS1_YEAST,0.37,0.42,0.6,0.13,0.5,0,0.51,0.22,NUC
ODPX_YEAST,0.45,0.58,0.59,0.44,0.5,0,0.56,0.22,MIT
PES4_YEAST,0.67,0.46,0.58,0.3,0.5,0,0.57,0.27,NUC
PT11_YEAST,0.5,0.32,0.49,0.49,0.5,0,0.48,0.32,MIT
PT12_YEAST,0.45,0.53,0.47,0.43,0.5,0,0.5,0.27,MIT
PT17_YEAST,0.75,0.6,0.43,0.35,0.5,0,0.45,0.27,MIT
PT22_YEAST,0.56,0.68,0.52,0.39,0.5,0,0.36,0.22,MIT
RTPT_YEAST,0.48,0.45,0.59,0.35,0.5,0,0.55,0.3,MIT
PT27_YEAST,0.26,0.28,0.6,0.2,0.5,0,0.54,0.31,MIT
PT91_YEAST,0.59,0.45,0.58,0.21,0.5,0,0.49,0.22,MIT
PT09_YEAST,0.48,0.52,0.49,0.35,0.5,0.5,0.51,0.22,MIT
PT94_YEAST,0.59,0.58,0.47,0.61,0.5,0,0.44,0.3,MIT
PT54_YEAST,0.5,0.57,0.62,0.25,0.5,0,0.51,0.22,MIT
K6P1_YEAST,0.57,0.49,0.5,0.2,0.5,0,0.51,0.28,CYT
K6P2_YEAST,0.62,0.43,0.49,0.29,0.5,0,0.5,0.27,CYT
6P2K_YEAST,0.45,0.41,0.49,0.14,1,0,0.53,0.3,CYT
PROF_YEAST,0.47,0.49,0.6,0.15,0.5,0,0.38,0.22,CYT
PGD1_YEAST,0.41,0.48,0.54,0.24,0.5,0,0.37,0.51,NUC
G6PI_YEAST,0.46,0.46,0.53,0.23,0.5,0,0.51,0.22,CYT
PGK_YEAST,0.48,0.42,0.48,0.19,0.5,0,0.58,0.22,CYT
PGM1_YEAST,0.43,0.45,0.53,0.19,0.5,0,0.56,0.22,CYT
PGM2_YEAST,0.28,0.36,0.55,0.15,0.5,0,0.57,0.22,CYT
PHD1_YEAST,0.48,0.46,0.58,0.26,0.5,0,0.44,0.22,NUC
PNPP_YEAST,0.38,0.62,0.52,0.14,0.5,0,0.53,0.22,CYT
PHO4_YEAST,0.44,0.42,0.57,0.22,0.5,0,0.5,0.25,NUC
PH80_YEAST,0.53,0.54,0.43,0.18,0.5,0,0.53,0.31,NUC
PH85_YEAST,0.4,0.37,0.54,0.13,0.5,0,0.48,0.22,NUC
PHR_YEAST,0.5,0.42,0.57,0.49,0.5,0,0.48,0.27,NUC
PIF1_YEAST,0.59,0.61,0.51,0.62,0.5,0,0.51,0.38,MIT
PIK1_YEAST,0.45,0.4,0.43,0.22,0.5,0,0.51,0.48,NUC
LONM_YEAST,0.47,0.54,0.53,0.77,0.5,0,0.52,0.36,MIT
MANA_YEAST,0.55,0.51,0.54,0.2,0.5,0,0.56,0.22,CYT
PMS1_YEAST,0.38,0.48,0.51,0.13,0.5,0,0.5,0.32,NUC
POB1_YEAST,0.49,0.48,0.52,0.2,0.5,0,0.55,0.22,NUC
DPOA_YEAST,0.36,0.39,0.54,0.16,0.5,0,0.5,0.28,NUC
DPO2_YEAST,0.54,0.53,0.48,0.14,0.5,0,0.49,0.33,NUC
DPOE_YEAST,0.37,0.48,0.5,0.26,0.5,0,0.52,0.39,NUC
DPOD_YEAST,0.25,0.39,0.5,0.23,0.5,0,0.5,0.28,NUC
PCNA_YEAST,0.49,0.71,0.54,0.13,0.5,0,0.58,0.22,NUC
DPO4_YEAST,0.56,0.5,0.56,0.26,0.5,0,0.53,0.27,NUC
P152_YEAST,0.41,0.53,0.41,0.15,0.5,0,0.54,0.25,NUC
POP2_YEAST,0.5,0.45,0.53,0.21,0.5,0,0.28,0.22,NUC
IPY2_YEAST,0.42,0.65,0.58,0.34,0.5,0,0.5,0.22,MIT
PPCK_YEAST,0.45,0.47,0.53,0.15,0.5,0,0.52,0.27,CYT
PPR1_YEAST,0.42,0.28,0.51,0.23,0.5,0,0.53,0.27,NUC
PPX1_YEAST,0.51,0.48,0.46,0.29,0.5,0,0.54,0.22,CYT
PRCG_YEAST,0.55,0.63,0.54,0.16,0.5,0,0.45,0.27,CYT
PRCE_YEAST,0.46,0.62,0.54,0.25,0.5,0,0.46,0.22,CYT
PRCD_YEAST,0.53,0.59,0.48,0.14,0.5,0,0.51,0.22,CYT
PRCH_YEAST,0.42,0.53,0.57,0.17,0.5,0,0.49,0.22,CYT
PRC2_YEAST,0.52,0.46,0.56,0.2,0.5,0,0.5,0.22,CYT
PRC6_YEAST,0.53,0.43,0.57,0.24,0.5,0,0.39,0.28,CYT
PRI1_YEAST,0.33,0.35,0.56,0.19,0.5,0,0.5,0.22,NUC
PRI2_YEAST,0.45,0.48,0.56,0.56,0.5,0,0.47,0.22,NUC
PROB_YEAST,0.56,0.48,0.5,0.17,0.5,0,0.51,0.26,CYT
PROC_YEAST,0.77,0.57,0.45,0.17,0.5,0,0.53,0.22,CYT
PR16_YEAST,0.56,0.59,0.54,0.18,0.5,0,0.48,0.46,NUC
PR18_YEAST,0.33,0.39,0.52,0.09,0.5,0,0.47,0.28,NUC
PR19_YEAST,0.48,0.41,0.54,0.39,0.5,0,0.51,0.22,NUC
PR02_YEAST,0.3,0.3,0.46,0.32,0.5,0,0.45,0.22,NUC
PR21_YEAST,0.38,0.26,0.6,0.1,0.5,0,0.48,0.44,NUC
PR22_YEAST,0.68,0.39,0.5,0.15,0.5,0,0.48,0.37,NUC
PR28_YEAST,0.62,0.41,0.52,0.17,0.5,0,0.48,0.22,NUC
PR38_YEAST,0.52,0.37,0.48,0.13,0.5,0,0.55,0.22,NUC
PR39_YEAST,0.32,0.48,0.49,0.17,0.5,0,0.47,0.22,NUC
PR04_YEAST,0.34,0.35,0.58,0.2,0.5,0,0.46,0.32,NUC
PR05_YEAST,0.33,0.21,0.53,0.15,1,0,0.52,0.5,NUC
PR06_YEAST,0.49,0.45,0.57,0.24,0.5,0,0.47,0.38,NUC
PR08_YEAST,0.4,0.28,0.48,0.06,0.5,0,0.49,0.42,NUC
PR09_YEAST,0.51,0.39,0.56,0.25,0.5,0,0.51,0.33,NUC
PRC8_YEAST,0.45,0.45,0.52,0.17,0.5,0,0.54,0.22,CYT
PRC5_YEAST,0.28,0.51,0.55,0.19,0.5,0,0.57,0.22,CYT
PRC3_YEAST,0.51,0.51,0.56,0.28,0.5,0,0.54,0.27,CYT
PRC9_YEAST,0.48,0.56,0.49,0.32,0.5,0,0.5,0.22,CYT
PRT1_YEAST,0.59,0.46,0.48,0.46,0.5,0,0.49,0.22,CYT
DPSD_YEAST,0.51,0.46,0.4,0.65,0.5,0,0.49,0.22,MIT
SNM1_YEAST,0.37,0.44,0.51,0.56,0.5,0,0.5,0.38,NUC
PTP1_YEAST,0.53,0.45,0.53,0.18,0.5,0,0.42,0.22,CYT
PTP2_YEAST,0.45,0.27,0.5,0.33,0.5,0,0.53,0.26,CYT
PUB1_YEAST,0.48,0.5,0.56,0.11,0.5,0,0.33,0.22,CYT
PRCF_YEAST,0.35,0.47,0.53,0.19,0.5,0,0.48,0.22,CYT
PRCZ_YEAST,0.48,0.48,0.56,0.18,0.5,0,0.58,0.22,CYT
PUT1_YEAST,0.6,0.59,0.47,0.47,0.5,0,0.53,0.22,MIT
PUT2_YEAST,0.45,0.53,0.51,0.42,0.5,0,0.52,0.22,MIT
PUT3_YEAST,0.29,0.4,0.41,0.48,0.5,0,0.53,0.3,NUC
PYC1_YEAST,0.46,0.43,0.5,0.24,0.5,0,0.48,0.31,CYT
PYC2_YEAST,0.43,0.46,0.5,0.21,0.5,0,0.49,0.34,CYT
KPYK_YEAST,0.61,0.55,0.51,0.26,0.5,0,0.52,0.22,CYT
UCRX_YEAST,0.5,0.62,0.52,0.3,0.5,0,0.56,0.22,MIT
UCR2_YEAST,0.49,0.45,0.54,0.4,0.5,0,0.55,0.22,MIT
UCR6_YEAST,0.64,0.53,0.59,0.14,0.5,0,0.53,0.22,MIT
UCRQ_YEAST,0.57,0.6,0.54,0.17,0.5,0,0.52,0.22,MIT
UCR8_YEAST,0.38,0.31,0.59,0.19,0.5,0,0.46,0.22,MIT
UCR9_YEAST,0.68,0.53,0.44,0.31,0.5,0,0.51,0.22,MIT
RAD1_YEAST,0.24,0.41,0.47,0.16,0.5,0,0.51,0.38,NUC
RA10_YEAST,0.61,0.39,0.53,0.14,0.5,0,0.43,0.26,NUC
RA14_YEAST,0.39,0.16,0.59,0.08,0.5,0,0.51,0.27,NUC
RA16_YEAST,0.33,0.28,0.5,0.4,0.5,0,0.46,0.61,NUC
RA18_YEAST,0.51,0.55,0.56,0.18,0.5,0,0.5,0.38,NUC
RAD2_YEAST,0.39,0.44,0.54,0.24,0.5,0,0.51,0.49,NUC
RA23_YEAST,0.43,0.48,0.53,0.18,0.5,0,0.46,0.22,NUC
RA26_YEAST,0.47,0.43,0.48,0.16,0.5,0,0.46,0.27,NUC
RAD3_YEAST,0.52,0.5,0.51,0.2,0.5,0,0.51,0.22,NUC
RAD4_YEAST,0.33,0.28,0.52,0.15,0.5,0,0.51,0.86,NUC
RAD5_YEAST,0.36,0.48,0.5,0.13,0.5,0,0.49,0.6,NUC
RA50_YEAST,0.45,0.54,0.49,0.29,0.5,0,0.49,0.25,NUC
RA51_YEAST,0.55,0.59,0.53,0.15,0.5,0,0.49,0.22,NUC
RA52_YEAST,0.31,0.39,0.55,0.28,0.5,0,0.46,0.31,NUC
RA54_YEAST,0.43,0.41,0.51,0.34,0.5,0,0.49,0.28,NUC
RA55_YEAST,0.64,0.5,0.53,0.1,0.5,0,0.51,0.22,NUC
RA57_YEAST,0.41,0.52,0.56,0.26,0.5,0,0.48,0.32,NUC
UBC2_YEAST,0.48,0.47,0.59,0.41,0.5,0,0.56,0.27,NUC
RAD7_YEAST,0.49,0.49,0.51,0.29,0.5,0,0.52,0.71,NUC
RAD9_YEAST,0.41,0.52,0.51,0.22,0.5,0,0.52,0.44,NUC
SRS2_YEAST,0.51,0.61,0.5,0.23,0.5,0,0.52,0.61,NUC
RAM1_YEAST,0.59,0.47,0.51,0.53,0.5,0,0.53,0.26,CYT
RAM2_YEAST,0.4,0.6,0.5,0.16,0.5,0,0.51,0.22,CYT
RAP1_YEAST,0.54,0.53,0.53,0.17,0.5,0,0.51,0.39,NUC
RAS1_YEAST,0.61,0.46,0.54,0.11,0.5,0,0.47,0.22,CYT
RAS2_YEAST,0.66,0.55,0.54,0.18,0.5,0,0.43,0.22,CYT
RAT1_YEAST,0.53,0.46,0.54,0.37,0.5,0,0.51,0.3,NUC
RCA1_YEAST,0.41,0.41,0.43,0.61,0.5,0,0.53,0.22,MIT
REB1_YEAST,0.58,0.31,0.6,0.12,0.5,0,0.47,0.33,NUC
R102_YEAST,0.49,0.67,0.5,0.28,0.5,0,0.43,0.22,NUC
R104_YEAST,0.44,0.33,0.55,0.16,0.5,0,0.49,0.22,NUC
R114_YEAST,0.44,0.45,0.53,0.19,0.5,0,0.41,0.28,NUC
RED1_YEAST,0.57,0.55,0.52,0.16,0.5,0,0.49,0.39,NUC
DPOX_YEAST,0.32,0.49,0.53,0.28,0.5,0,0.5,0.5,NUC
RFA1_YEAST,0.35,0.42,0.56,0.28,0.5,0,0.47,0.22,NUC
RFA2_YEAST,0.46,0.41,0.58,0.1,0.5,0,0.48,0.22,NUC
RFA3_YEAST,0.57,0.51,0.58,0.22,0.5,0,0.51,0.22,NUC
RFC2_YEAST,0.47,0.47,0.54,0.19,0.5,0,0.51,0.33,NUC
RFC3_YEAST,0.34,0.58,0.5,0.26,0.5,0,0.51,0.22,NUC
RFC4_YEAST,0.55,0.45,0.58,0.25,0.5,0,0.49,0.22,NUC
RFT1_YEAST,0.4,0.66,0.34,0.21,0.5,0,0.52,0.26,NUC
RGM1_YEAST,0.42,0.21,0.59,0.3,0.5,0,0.47,0.27,NUC
RHO1_YEAST,0.6,0.48,0.46,0.32,0.5,0,0.4,0.33,CYT
RHO2_YEAST,0.64,0.44,0.51,0.35,0.5,0,0.53,0.22,CYT
RIF1_YEAST,0.35,0.4,0.44,0.25,0.5,0,0.53,0.57,NUC
RIM1_YEAST,0.55,0.38,0.64,0.42,0.5,0,0.47,0.22,MIT
RIM2_YEAST,0.45,0.43,0.5,0.25,0.5,0,0.47,0.22,MIT
UCRI_YEAST,0.47,0.53,0.48,0.51,0.5,0,0.54,0.22,MIT
RME1_YEAST,0.45,0.49,0.57,0.25,0.5,0,0.48,0.22,NUC
RNA1_YEAST,0.45,0.52,0.5,0.12,0.5,0,0.6,0.22,CYT
RN12_YEAST,0.56,0.51,0.32,0.49,0.5,0,0.48,0.22,NUC
RN14_YEAST,0.37,0.58,0.5,0.22,0.5,0,0.47,0.22,NUC
RN15_YEAST,0.47,0.45,0.51,0.33,0.5,0,0.46,0.26,NUC
ROX1_YEAST,0.5,0.36,0.64,0.37,0.5,0,0.37,0.33,NUC
ROX3_YEAST,0.43,0.44,0.64,0.19,0.5,0,0.38,0.33,NUC
RS3A_YEAST,0.38,0.4,0.59,0.25,0.5,0,0.44,0.22,CYT
RS3B_YEAST,0.39,0.39,0.59,0.25,0.5,0,0.45,0.22,CYT
R13A_YEAST,0.54,0.55,0.56,0.14,0.5,0,0.5,0.25,CYT
RL18_YEAST,0.45,0.5,0.57,0.29,0.5,0,0.44,0.11,CYT
RL18_YEAST,0.45,0.5,0.57,0.29,0.5,0,0.44,0.11,CYT
RS24_YEAST,0.61,0.38,0.57,0.36,0.5,0,0.44,0.21,CYT
RS24_YEAST,0.61,0.38,0.57,0.36,0.5,0,0.44,0.21,CYT
R17A_YEAST,0.43,0.33,0.54,0.37,0.5,0,0.38,0.16,CYT
R17B_YEAST,0.43,0.33,0.54,0.37,0.5,0,0.38,0.16,CYT
R61A_YEAST,0.51,0.39,0.58,0.19,0.5,0,0.47,0.22,CYT
RPA9_YEAST,0.72,0.51,0.52,0.08,0.5,0,0.54,0.22,NUC
RPA2_YEAST,0.35,0.41,0.53,0.27,0.5,0,0.47,0.29,NUC
RPA1_YEAST,0.56,0.49,0.54,0.15,0.5,0,0.5,0.35,NUC
RPA3_YEAST,0.57,0.37,0.43,0.27,0.5,0,0.53,0.28,NUC
RPBX_YEAST,0.57,0.49,0.61,0.26,0.5,0,0.52,0.22,NUC
RPBY_YEAST,0.48,0.45,0.63,0.19,0.5,0,0.58,0.22,NUC
RPB2_YEAST,0.34,0.48,0.47,0.19,0.5,0,0.5,0.3,NUC
RPB3_YEAST,0.54,0.57,0.55,0.18,0.5,0,0.5,0.22,NUC
RPB4_YEAST,0.38,0.44,0.55,0.44,0.5,0,0.47,0.51,NUC
RPB5_YEAST,0.4,0.3,0.57,0.13,0.5,0,0.46,0.22,NUC
RPB6_YEAST,0.27,0.31,0.55,0.13,0.5,0,0.5,0.22,NUC
RPB7_YEAST,0.52,0.46,0.56,0.25,0.5,0,0.52,0.22,NUC
RPB8_YEAST,0.44,0.5,0.55,0.24,0.5,0,0.48,0.22,NUC
RPB9_YEAST,0.34,0.47,0.48,0.32,0.5,0,0.42,0.22,NUC
RPCX_YEAST,0.5,0.56,0.63,0.25,0.5,0,0.42,0.22,NUC
RPC2_YEAST,0.46,0.53,0.47,0.37,0.5,0,0.51,0.36,NUC
RPC9_YEAST,0.31,0.6,0.65,0.18,0.5,0,0.46,0.22,NUC
RPC8_YEAST,0.57,0.42,0.63,0.22,0.5,0,0.68,0.32,NUC
RPC6_YEAST,0.37,0.45,0.53,0.14,0.5,0,0.49,0.22,NUC
RPC5_YEAST,0.38,0.38,0.54,0.24,0.5,0,0.54,0.22,NUC
RPC4_YEAST,0.36,0.49,0.55,0.21,0.5,0,0.55,0.33,NUC
RPC3_YEAST,0.29,0.4,0.5,0.16,0.5,0,0.51,0.34,NUC
RPD3_YEAST,0.37,0.3,0.51,0.15,0.5,0,0.58,0.26,NUC
RL1_YEAST,0.35,0.33,0.48,0.42,0.5,0,0.47,0.43,CYT
RL15_YEAST,0.46,0.35,0.69,0.18,0.5,0,0.3,0.25,CYT
RL15_YEAST,0.46,0.35,0.69,0.18,0.5,0,0.3,0.25,CYT
R14A_YEAST,0.57,0.43,0.52,0.3,0.5,0,0.37,0.11,CYT
R14B_YEAST,0.57,0.43,0.52,0.3,0.5,0,0.37,0.11,CYT
RL12_YEAST,0.59,0.51,0.48,0.12,0.5,0,0.54,0.31,CYT
RL12_YEAST,0.59,0.51,0.48,0.12,0.5,0,0.54,0.31,CYT
RL16_YEAST,0.61,0.53,0.59,0.17,0.5,0,0.44,0.28,CYT
RL1A_YEAST,0.61,0.48,0.56,0.19,0.5,0,0.53,0.31,CYT
RL1A_YEAST,0.61,0.48,0.56,0.19,0.5,0,0.53,0.31,CYT
R16A_YEAST,0.44,0.56,0.52,0.18,0.5,0,0.5,0.11,CYT
R16B_YEAST,0.36,0.56,0.52,0.18,0.5,0,0.45,0.16,CYT
RL17_YEAST,0.37,0.44,0.64,0.48,0.5,0,0.36,0.27,CYT
RL19_YEAST,0.72,0.37,0.63,0.38,0.5,0,0.4,0.14,CYT
RL19_YEAST,0.72,0.37,0.63,0.38,0.5,0,0.4,0.14,CYT
RL25_YEAST,0.44,0.36,0.64,0.45,0.5,0,0.53,0.11,CYT
RL27_YEAST,0.58,0.45,0.55,0.27,0.5,0,0.48,0.11,CYT
RL2_YEAST,0.63,0.64,0.45,0.26,0.5,0,0.43,0.22,CYT
RL2_YEAST,0.63,0.64,0.45,0.26,0.5,0,0.43,0.22,CYT
RL3A_YEAST,0.43,0.33,0.67,0.12,0.5,0,0.45,0.23,CYT
RL3B_YEAST,0.43,0.33,0.67,0.12,0.5,0,0.43,0.23,CYT
RL3E_YEAST,0.58,0.44,0.5,0.26,0.5,0,0.52,0.22,CYT
RL34_YEAST,0.38,0.43,0.53,0.22,0.5,0,0.48,0.11,CYT
R37A_YEAST,0.4,0.45,0.61,0.29,0.5,0,0.44,0.22,CYT
R37B_YEAST,0.4,0.45,0.61,0.29,0.5,0,0.44,0.22,CYT
RL44_YEAST,0.34,0.34,0.65,0.4,0.5,0,0.32,0.16,CYT
RL44_YEAST,0.34,0.34,0.65,0.4,0.5,0,0.32,0.16,CYT
RL46_YEAST,0.43,0.22,0.79,0.79,0.5,0,0.22,0,CYT
RL41_YEAST,0.35,0.21,1,0.8,0.5,0,0.13,0.01,CYT
RL41_YEAST,0.35,0.21,1,0.8,0.5,0,0.13,0.01,CYT
RL4A_YEAST,0.56,0.35,0.47,0.41,0.5,0,0.5,0.22,CYT
RL4B_YEAST,0.56,0.35,0.47,0.35,0.5,0,0.52,0.22,CYT
RL6_YEAST,0.54,0.44,0.55,0.48,0.5,0,0.47,0.22,CYT
RL71_YEAST,0.35,0.39,0.56,0.2,0.5,0,0.49,0.41,CYT
RL9_YEAST,0.48,0.46,0.58,0.16,0.5,0,0.45,0.22,CYT
RLA0_YEAST,0.48,0.55,0.48,0.1,0.5,0,0.55,0.22,CYT
RLA1_YEAST,0.66,0.6,0.52,0.19,0.5,0,0.69,0.22,CYT
RLA2_YEAST,0.69,0.54,0.55,0.23,0.5,0,0.73,0.22,CYT
RLA3_YEAST,0.73,0.6,0.47,0.2,0.5,0,0.72,0.22,CYT
RLA4_YEAST,0.78,0.82,0.56,0.21,0.5,0,0.69,0.22,CYT
RPM2_YEAST,0.42,0.49,0.49,0.36,0.5,0,0.57,0.26,MIT
RPB1_YEAST,0.44,0.62,0.53,0.27,0.5,0,0.49,0.22,NUC
RPC1_YEAST,0.56,0.61,0.52,0.19,0.5,0,0.52,0.32,NUC
RPOM_YEAST,0.47,0.56,0.46,0.5,0.5,0,0.51,0.22,MIT
RS6_YEAST,0.46,0.33,0.45,0.22,0.5,0,0.41,0.37,CYT
R19A_YEAST,0.52,0.43,0.61,0.22,0.5,0,0.45,0.22,CYT
R19B_YEAST,0.52,0.43,0.61,0.22,0.5,0,0.45,0.22,CYT
RS41_YEAST,0.32,0.44,0.54,0.21,0.5,0,0.4,0.19,CYT
RS41_YEAST,0.32,0.44,0.54,0.21,0.5,0,0.4,0.19,CYT
RS15_YEAST,0.48,0.41,0.52,0.33,0.5,0,0.51,0.26,CYT
RS22_YEAST,0.46,0.39,0.54,0.22,0.5,0,0.48,0.25,CYT
RS22_YEAST,0.46,0.39,0.54,0.22,0.5,0,0.48,0.25,CYT
RS21_YEAST,0.42,0.5,0.64,0.13,0.5,0,0.49,0.22,CYT
R26A_YEAST,0.46,0.54,0.59,0.41,0.5,0,0.53,0.21,CYT
R26B_YEAST,0.46,0.54,0.59,0.41,0.5,0,0.53,0.21,CYT
R271_YEAST,0.39,0.65,0.57,0.19,0.5,0,0.44,0.25,CYT
R272_YEAST,0.39,0.65,0.57,0.19,0.5,0,0.43,0.25,CYT
RS28_YEAST,0.38,0.5,0.52,0.44,0.5,0,0.54,0.11,CYT
RS28_YEAST,0.38,0.5,0.52,0.44,0.5,0,0.54,0.11,CYT
RS3_YEAST,0.51,0.52,0.58,0.17,0.5,0,0.47,0.28,CYT
RS31_YEAST,0.57,0.48,0.54,0.22,0.5,0,0.5,0.11,CYT
RS33_YEAST,0.5,0.5,0.62,0.23,0.5,0,0.35,0.11,CYT
RS37_YEAST,0.41,0.49,0.65,0.28,0.5,0,0.59,0.57,CYT
RS4E_YEAST,0.53,0.57,0.6,0.36,0.5,0,0.5,0.22,CYT
RS4E_YEAST,0.53,0.57,0.6,0.36,0.5,0,0.5,0.22,CYT
RS8_YEAST,0.37,0.3,0.62,0.43,0.5,0,0.44,0.39,CYT
RS8_YEAST,0.37,0.3,0.62,0.43,0.5,0,0.44,0.39,CYT
RRN6_YEAST,0.6,0.57,0.52,0.14,0.5,0,0.46,0.48,NUC
RRN7_YEAST,0.42,0.38,0.52,0.29,0.5,0,0.42,0.22,NUC
RTG1_YEAST,0.41,0.46,0.58,0.08,0.5,0,0.51,0.28,NUC
R161_YEAST,0.49,0.4,0.58,0.23,0.5,0,0.47,0.27,CYT
R167_YEAST,0.37,0.37,0.51,0.38,0.5,0,0.44,0.22,CYT
FIMB_YEAST,0.51,0.4,0.5,0.28,0.5,0,0.48,0.27,CYT
SAC7_YEAST,0.34,0.25,0.55,0.28,0.5,0,0.51,0.49,CYT
SAR1_YEAST,0.59,0.54,0.53,0.14,0.5,0,0.48,0.22,CYT
SC25_YEAST,0.5,0.48,0.48,0.23,0.5,0,0.53,0.68,CYT
SCJ1_YEAST,0.39,1,0.38,0.41,0.5,0,0.5,0.27,MIT
PRCI_YEAST,0.56,0.42,0.52,0.14,0.5,0,0.51,0.22,CYT
SCO1_YEAST,0.52,0.54,0.47,0.49,0.5,0,0.54,0.22,MIT
S160_YEAST,0.46,0.49,0.55,0.18,0.5,0,0.56,0.22,NUC
DHSA_YEAST,0.56,0.65,0.49,0.56,0.5,0,0.49,0.22,MIT
DHSB_YEAST,0.53,0.51,0.55,0.57,0.5,0,0.46,0.22,MIT
SDH3_YEAST,0.54,0.64,0.4,0.56,0.5,0,0.51,0.22,MIT
SDH4_YEAST,0.47,0.58,0.47,0.52,0.5,0,0.54,0.22,MIT
SDHL_YEAST,0.46,0.42,0.51,0.16,0.5,0,0.56,0.22,CYT
SEC1_YEAST,0.6,0.51,0.49,0.18,0.5,0,0.53,0.38,CYT
SC13_YEAST,0.49,0.38,0.56,0.09,0.5,0,0.46,0.22,CYT
SC14_YEAST,0.38,0.4,0.53,0.12,0.5,0,0.55,0.22,CYT
SC15_YEAST,0.55,0.55,0.52,0.13,0.5,0,0.53,0.25,CYT
SC17_YEAST,0.46,0.44,0.58,0.17,0.5,0,0.55,0.22,CYT
SC18_YEAST,0.34,0.46,0.52,0.19,0.5,0,0.53,0.26,CYT
SEC2_YEAST,0.58,0.56,0.46,0.14,0.5,0,0.51,0.22,CYT
SC21_YEAST,0.44,0.71,0.5,0.21,0.5,0,0.54,0.27,CYT
